"Vessel Name","Destination Port","Reported Eta","Arrived At","Capacity - Dwt","Vessel Type - Generic",Flag,"Current Port","Reported Destination","Navigational Status",Build,Length,Width,"Current Port Country","Draught Max","Draught Min","Vessel Type - Detailed","Launch Date",Imo,Eni,Mmsi,"Global Area","Local Area","Current Port Unlocode"
TRANSMERIDIAN,SANTOS,"2024-03-25 15:00:00","2024-03-25 15:08:00",35853,Cargo,Liberia,SANTOS,"BR SSZ",Moored,2011,179.9,30.0,BR,10.9,5.0,"Bulk Carrier",,9577757,,636018551,"East Coast South America","East Coast South America",BRSSZ
"BAO GANG TUO 19",MAJISHAN,"2024-03-25 15:00:00","2024-03-27 05:03:00",,Tug,China,MAJISHAN,MAJISHAN,Stopped,,37.0,11.0,CN,4.3,2.8,"Other Special Craft",,0,0,413239320,"Central China","East China Sea",CNMJS
"NY TRADER III","JORF LASFAR","2024-03-25 15:30:00","2024-03-25 14:44:00",39388,Cargo,Philippines,"JORF LASFAR ANCH","MA CAS> MA JFL","At Anchor",2016,179.9,30.0,MA,10.8,5.3,"Bulk Carrier",,9761231,0,548946000,"West Africa","West Africa",
S.LEADER,YEOSU,"2024-03-25 15:50:00","2024-03-26 01:00:00",4931,Tanker,Singapore,"YEOSU ANCH","KR YOS","At Anchor",2010,100.0,16.0,KR,7.2,2.6,"Chemical Tanker",2010-09-11,9544853,,566404000,"North China","East China Sea",
HERTA,CUXHAVEN,"2024-03-25 16:00:00","2024-03-25 16:35:00",,Tanker,Germany,CUXHAVEN,CUXAVEN,Moored,,31.0,6.0,DE,2.0,0.9,"Other Tanker",,0,,211564050,"UK Coast & Atlantic","Elbe River",DECUX
"OSLO TRADER","DUTCH HARBOR","2024-03-25 16:00:00","2024-03-25 18:38:00",23428,Cargo,Panama,"DUTCH HARBOR","DUTCH HARBOR",Underway,2019,172.0,28.5,US,10.3,6.8,"Container Ship",2019-03-08,9817925,0,354727000,Alaska,Alaska,USDUT
"CL ACACIA",CORRAL,"2024-03-25 16:00:00","2024-03-27 08:09:00",70893,Cargo,Singapore,CORRAL,CORRAL\CHILE,"Underway using Engine",2022,215.0,37.0,CL,12.9,5.7,"Special Cargo",2022-10-13,9936824,0,563178700,"West South America","West South America",CLCRR
"ADMIRAL SHABALIN","SAN VICENTE","2024-03-25 16:00:00","2024-03-25 16:06:00",3715,Fishing,Russia,"SAN VICENTE",SAN-VICENTE,Moored,1988,120.5,19.0,CL,8.5,4.9,"Fishing Vessel",,8607165,,273524300,"West South America","West South America",CLSVE
HOBEN,WISMAR,"2024-03-25 16:00:00","2024-03-25 15:02:00",,"Special Craft",Germany,WISMAR,WISMAR,Moored,2003,26.0,6.0,DE,1.5,1.5,"Other Special Craft",,0,,211369510,"Baltic Sea","Baltic Sea",DEWIS
"PORT EVERGLADES",MAGDALLA,"2024-03-25 16:00:00","2024-03-25 15:33:00",63470,Cargo,Panama,"HAZIRA ANCH","IN MDA","At Anchor",2023,199.0,32.0,IN,13.7,6.2,"Bulk Carrier",,9941984,0,352002659,"West Coast India","West Coast India",
"VB HUNTE",BREMERHAVEN,"2024-03-25 16:00:00","2024-03-25 15:24:00",82,Tug,Germany,BREMERHAVEN,DEBRV,Stopped,2010,28.0,11.8,DE,7.8,6.0,Tug,2009-04-11,9454319,,211466070,"UK Coast & Atlantic","North Sea",DEBRV
"AKIJ GLORY","LUBUK TUTUNG","2024-03-25 16:00:00","2024-03-25 10:40:00",76302,Cargo,Bangladesh,"LUBUK TUTUNG","LUBUK TUTUNG",Moored,2006,224.9,32.3,ID,14.7,5.0,"Bulk Carrier",2006-10-28,9362205,,405000079,Indonesia,"Makassar Strait",IDLTT
COMMEARE,WERKENDAM,"2024-03-25 16:15:00","2024-03-25 13:12:00",,Cargo,Netherlands,WERKENDAM,WERKENDAM,Moored,,80.0,8.2,NL,0.3,0.2,"Inland Cargo",,0,02325856,244750307,"Inland, Europe","North Sea",NLWKD
OLITA,GLADSTONE,"2024-03-25 16:18:00","2024-03-25 16:17:00",60495,Cargo,Norway,"GLADSTONE ANCH","AU GLT",Underway,2017,200.0,32.2,AU,13.2,6.0,"Bulk Carrier",,9762845,0,259303000,"East Australia","East Australia",
"MIGUEL ANGEL FRANCIS",MOTRIL,"2024-03-25 16:21:00","2024-03-25 16:10:00",,Fishing,Spain,MOTRIL,,Underway,,18.0,5.0,ES,2.8,2.8,"Other Fishing",,0,,224337720,"West Mediterranean",Gibraltar,ESMOT
"PROMETHEUS LIGHT",TRIESTE,"2024-03-25 16:30:00","2024-03-25 16:47:00",114601,Tanker,"Marshall Is","TRIESTE ANCH","IT TRS","At Anchor",2019,250.0,44.0,IT,14.8,8.0,"Crude Oil Tanker",,9801976,0,538008103,"Adriatic Sea","Adriatic Sea",
"ECO FROST",ARZEW,"2024-03-25 16:30:00","2024-03-25 18:15:00",26798,Tanker,"Marshall Is",SKIKDA,"DZ AZW",Moored,2017,159.9,25.6,DZ,10.3,5.5,"LPG Tanker",,9746671,0,538007234,"West Mediterranean","West Mediterranean",DZSKI
"C INTERCEPTOR","GUANTANAMO BAY","2024-03-25 16:35:00","2024-03-25 19:26:00",,Unspecified,USA,"GUANTANAMO BAY",,Underway,,13.0,4.0,CU,,,Unspecified,,0,0,368033330,"Caribbean Sea","Caribbean Sea",CUGUB
DEDALOS,LUMUT,"2024-03-25 17:00:00","2024-03-25 16:59:00",93038,Cargo,Malta,"LUMUT ANCH",LUMUT.MALAYSIA,"At Anchor",2010,229.2,38.0,MY,15.4,6.6,"Bulk Carrier",,9487873,,215169000,Indonesia,"Malacca Strait",
"WINDCAT 31",GRIMSBY,"2024-03-25 17:00:00","2024-03-26 08:35:00",,"High Speed Craft","United Kingdom",GRIMSBY,GRIMSBY/HUMBERWFARM,Stopped,,18.0,7.0,GB,9.3,1.8,"High Speed Craft",,0,,235097407,"UK Coast & Atlantic","North Sea",GBGSY
BARON,TUZLA,"2024-03-25 17:00:00","2024-03-25 15:44:00",6874,Cargo,Tanzania,"TUZLA ANCH","TUZLA TR","At Anchor",1974,104.1,16.4,TR,8.0,3.7,"General Cargo",1974-01-24,7352476,,677066700,"Black Sea","Marmara Sea",
"ZHEN XIANG 6",ZHOUSHAN,"2024-03-25 17:00:00","2024-03-27 03:53:00",75302,Cargo,China,ZHOUSHAN,,Moored,2017,224.9,32.3,CN,14.5,5.4,"Bulk Carrier",,9646601,0,414296000,"Central China","East China Sea",CNZOS
"MINERVA TYCHI",MARSAXLOKK,"2024-03-25 17:00:00","2024-03-25 15:15:00",39070,Tanker,Greece,"MALTA OPL ANCH","MALTA FOR ORDERS","At Anchor",2016,184.0,27.4,MT,12.2,5.7,"Oil/Chemical Tanker",2015-11-23,9723291,0,241372000,"West Mediterranean","West Mediterranean",
"MSS GALENA",MALE,"2024-03-25 17:00:00","2024-03-25 16:16:00",10643,Cargo,Maldives,"MALE ANCH",MALE,"At Anchor",2002,142.7,18.3,MV,8.4,4.2,"General Cargo",,9240471,,455447000,"West Coast India","West Coast India",
"FORTE DE SAO LUIZ","RIO DE JANEIRO","2024-03-25 17:00:00","2024-03-25 18:50:00",7912,Tanker,Brazil,NITEROI,"RIO DE JANEIRO",Moored,2000,114.0,17.6,BR,8.4,5.8,"LPG Tanker",,9204922,,710000260,"East Coast South America","East Coast South America",BRNTR
"SAKIZAYA GLORY",TUBARAO,"2024-03-25 17:00:00","2024-03-25 20:04:00",84883,Cargo,Panama,"VITORIA ANCH","PRAIA MOLE - BRAZIL","At Anchor",2016,228.9,35.0,BR,14.7,6.6,"Bulk Carrier",2016-01-12,9713791,0,374606000,"East Coast South America","East Coast South America",
SKORPEFJORD,FLORO,"2024-03-25 17:00:00","2024-03-25 15:59:00",15,"High Speed Craft",Norway,FLORO,FLOROE,Stopped,2013,21.8,8.0,NO,2.0,1.5,"Passenger Vessel",,9684861,,257506700,"Norwegian Coast","North Sea",NOFRO
BARILOCHE,ANTWERP,"2024-03-25 17:00:00","2024-03-25 22:58:00",43389,Cargo,"Marshall Is",ANTWERP,BEANR,Moored,2016,190.0,30.1,BE,11.2,5.0,"Bulk Carrier",,9725885,0,538010575,"UK Coast & Atlantic","Antwerp Area",BEANR
"ESVAGT CHAMPION",ESBJERG,"2024-03-25 17:00:00","2024-03-25 14:48:00",650,"Special Craft",Denmark,ESBJERG,ESBJERG,Moored,2007,46.0,11.5,DK,4.7,4.3,"Service Vessel",,9378515,,219010518,"UK Coast & Atlantic","North Sea",DKEBJ
ENLIVEN,"SINGAPORE ANCH","2024-03-25 17:00:00","2024-03-26 08:06:00",1113,Tanker,Singapore,"SINGAPORE ANCH",AEPB,Stopped,2013,60.0,10.0,SG,4.6,3.2,"Oil Products Tanker",2013-04-18,9671876,,563097000,Indonesia,"Singapore Area",
"BEN GUS",THIONVILLE,"2024-03-25 17:02:00","2024-03-27 16:04:00",,Cargo,Belgium,THIONVILLE,"LOCK OF THIONVILLE","Underway using Engine",1981,110.0,9.5,FR,3.2,0.4,"Other Cargo",,0,06004295,205384890,"Inland, Europe","Inland, Europe",
"NEW YORK CITY",MANNHEIM,"2024-03-25 17:10:00",,,Cargo,Belgium,MANNHEIM,MANNHEIM,Moored,2015,110.0,11.5,DE,2.3,1.0,"Inland Cargo",,0,23335205,205407490,"Inland, Europe","Inland, Europe",DEMHG
"MY LAMA",POTI,"2024-03-25 17:20:00","2024-03-25 16:11:00",28409,Cargo,Belize,POTI,POTI,Moored,2005,169.3,27.2,GE,10.3,4.8,"Bulk Carrier",2005-02-22,9339791,0,312845000,"Black Sea","Black Sea",GEPTI
KALMEC,"PORT EN BESSIN","2024-03-25 17:23:00","2024-03-26 22:13:00",,Fishing,France,"PORT EN BESSIN",,"Underway using Engine",,15.0,6.0,FR,4.8,2.4,"Other Fishing",,0,,228813000,"UK Coast & Atlantic","English Channel",FRRTB
"SANT JAUME PRIMERO",CASTELLON,"2024-03-25 17:26:00","2024-03-25 21:49:00",,Fishing,Spain,CASTELLON,,Underway,,18.0,5.0,ES,,,"Other Fishing",,0,,224112130,"West Mediterranean","Balearic Sea",ESCAS
"SVITZER AL DANA","RAS LAFFAN","2024-03-25 17:30:00","2024-03-25 13:49:00",,"Pleasure Craft",Qatar,"RAS LAFFAN","RAS LAFFAN",Moored,,22.0,6.0,QA,1.7,1.7,"Other Pleasure Craft",,0,0,466574290,"Arabian Gulf","Persian Gulf",QARLF
AQUARIUS,CONSTANTA,"2024-03-25 17:30:00","2024-03-27 10:14:00",,Cargo,Romania,CONSTANTA,CONSTANTA,Stopped,1947,66.9,8.1,RO,2.6,1.1,"Inland Cargo",,0,06002459,264162715,"Black Sea","Black Sea",ROCND
"NS THOR",IZMAIL,"2024-03-25 17:30:00","2024-03-27 05:57:00",3284,Cargo,Belize,IZMAIL,IZMAIL,Moored,1991,88.0,12.6,UA,6.5,3.1,"General Cargo",,8915744,,312558000,"Black Sea","Black Sea",UAIZM
"WINDCAT 1",NEWLYN,"2024-03-25 17:30:00",,,"High Speed Craft","United Kingdom",NEWLYN,NEWLYN,Stopped,,16.0,6.0,GB,2.6,1.9,"High Speed Craft",,0,,235018872,"UK Coast & Atlantic","Celtic Sea",GBNYL
SEDICI,MONACO,"2024-03-25 17:30:00","2024-03-25 16:14:00",,"Pleasure Craft",Malta,MONACO,MONACO,Moored,,23.2,5.5,MC,1.9,1.9,"Other Pleasure Craft",,0,0,256003554,"West Mediterranean","Ligurean Sea",MCMON
MAYA,MAASTRICHT,"2024-03-25 17:53:00","2024-03-27 07:35:00",,Cargo,Netherlands,MAASTRICHT,"MAASTRICHT BEATRIXHA",Moored,,105.0,9.5,NL,2.0,0.2,"Inland Cargo",,0,02205129,244690949,"Inland, Europe","Inland, Europe",NLMST
"BOUDICCA 30","REDWOOD CITY","2024-03-25 17:59:00","2024-03-25 20:42:00",,"Sailing Vessel",USA,"REDWOOD CITY","REDWOOD CITY",Stopped,,0.0,0.0,US,1.7,1.7,"Sailing Vessel",,0,0,338215795,"US West Coast","US West Coast",USRWC
"ICENI LEGEND",LOWESTOFT,"2024-03-25 18:00:00","2024-03-25 18:04:00",,"High Speed Craft","United Kingdom",LOWESTOFT,LOWESTOFT,Stopped,,23.0,8.0,GB,2.2,2.2,"High Speed Craft",,0,0,232007977,"UK Coast & Atlantic","North Sea",GBLOW
ELONA,JINZHOU,"2024-03-25 18:00:00","2024-03-25 16:41:00",82050,Cargo,Cyprus,JINZHOU,"CN JNZ",Moored,2021,228.9,32.3,CN,14.6,6.6,"Bulk Carrier",,9893539,0,210025000,"North China","Bohai Sea",CNJNZ
"MARIA DEL CARMEN V",CALLAO,"2024-03-25 18:00:00","2024-03-25 23:10:00",6518,Tanker,Ecuador,CALLAO,CALLAO,Stopped,2008,120.6,17.5,PE,7.8,3.0,"Oil Products Tanker",,9546069,,735058840,"West South America","West South America",PECLL
"BERGE ACONCAGUA",TUBARAO,"2024-03-25 18:00:00","2024-03-25 17:35:00",388000,Cargo,"United Kingdom",TUBARAO,TUBARAO-BRAZIL,Moored,2012,360.9,65.1,BR,24.0,7.5,"Ore Carrier",2011-09-04,9447548,,235090341,"East Coast South America","East Coast South America",BRTUB
"WINNING KINDNESS","PORT DE BOUC","2024-03-25 18:00:00",,176924,Cargo,Singapore,"KAMSAR ANCH","PORT DE BOKE","At Anchor",2006,289.0,45.0,GN,18.5,5.7,"Bulk Carrier",2005-11-02,9335240,,563131000,"West Africa","West Africa",
"OCEAN PHOENIX",JAKARTA,"2024-03-25 18:00:00","2024-03-25 15:41:00",46610,Cargo,Singapore,"JAKARTA ANCH",IDTPP,"At Anchor",1997,189.8,31.0,ID,12.0,5.2,"Bulk Carrier",1997-07-04,9175638,,564310000,Indonesia,"Java Sea",
IRYDA,HOUSTON,"2024-03-25 18:00:00","2024-03-25 16:09:00",34946,Cargo,Cyprus,HOUSTON,"US HOU",Moored,1999,199.9,23.6,US,11.8,5.6,"Bulk Carrier",1999-10-08,9180384,,212891000,"Gulf of Mexico","Gulf of Mexico",USHOU
"HIGH TIDE",VISAKHAPATNAM,"2024-03-25 18:00:00","2024-03-25 17:07:00",51768,Tanker,Liberia,"VISAKHAPATNAM ANCH",VISHAKAPATNAM,"At Anchor",2012,183.3,32.2,IN,12.2,6.0,"Oil/Chemical Tanker",,9455820,,636015337,"East Coast India","Bengal Bay",
ARIN,KHOMS,"2024-03-25 18:00:00","2024-03-25 18:42:00",34620,Tanker,Liberia,KHOMS,ALKHOMS,Moored,2004,171.0,27.4,LY,12.1,5.0,"Oil Products Tanker",,9295048,,636012414,"West Mediterranean","West Mediterranean",LYKHO
"EVER FORWARD",BALBOA,"2024-03-25 18:00:00","2024-03-25 18:11:00",127076,Cargo,Singapore,"PANAMA ANCH PACIFIC",KRPUS>PABLB,"At Anchor",2020,334.0,48.5,PA,15.2,9.8,"Container Ship",,9850551,0,563161200,"West Coast Central America","Panama Canal",
"EEMS SERVANT",HARLINGEN,"2024-03-25 18:00:00","2024-03-25 18:13:00",3410,Cargo,Netherlands,HARLINGEN,"NL HAR",Moored,2010,99.2,11.4,NL,5.1,2.0,"General Cargo",,9559602,,246236000,"UK Coast & Atlantic","North Sea",NLHAR
REDEEMER,"GOLFO ARANCI","2024-03-25 18:00:00","2024-03-25 18:14:00",700,"Special Craft",Italy,"GOLFO ARANCI","GOLFO ARANCI",Moored,2010,43.0,15.0,IT,2.7,1.6,"Pollution Control Vessel",,9400344,,247277900,"West Mediterranean","Tyrrhenian Sea",ITGAI
"CHEMTRANS NOVA",HOUSTON,"2024-03-25 18:00:00","2024-03-25 18:24:00",73870,Tanker,Liberia,"HOUSTON ANCH","US HOU","At Anchor",2006,228.6,32.3,US,14.8,6.8,"Crude Oil Tanker",,9316232,,636092969,"Gulf of Mexico","Gulf of Mexico",
"WINPOSH REGENT",MUMBAI,"2024-03-25 18:00:00","2024-03-27 01:15:00",2591,"Special Craft",Panama,"MUMBAI ANCH",MUMBAI,"At Anchor",2010,69.9,16.6,IN,5.5,3.9,"Supply Vessel",2009-12-08,9550242,,372793000,"West Coast India","West Coast India",
LAHORE,KARACHI,"2024-03-25 18:00:00","2024-03-25 18:18:00",107018,Tanker,Pakistan,"KARACHI ANCH",KARACHI,"At Anchor",2003,247.0,42.0,PK,15.1,6.0,"Crude Oil Tanker",,9277541,,463036101,"West Coast India","West Coast India",
"EDUARDO R",TALCAHUANO,"2024-03-25 18:00:00","2024-03-25 15:18:00",,Other,,TALCAHUANO,TALCAHUANO,"Underway using Engine",,0.0,0.0,CL,0.1,0.1,"Other Special Craft",,0,0,910001535,"West South America","West South America",CLTAL
MINGHUA809,NANTONG,"2024-03-25 18:00:00","2024-03-26 03:20:00",,Cargo,China,NANTONG,NANTONG,Stopped,,92.0,15.0,CN,4.2,2.0,"Other Cargo",,0,,413772719,"Central China","East China Sea",CNNTG
JOLANDA,ANTWERP,"2024-03-25 18:16:00","2024-03-26 08:59:00",2900,Tanker,Netherlands,ANTWERP,"ANTWERPSE HAVEN - Z",Moored,2003,110.0,12.0,BE,3.0,0.1,"Inland Tanker",,9267895,02326117,244710652,"UK Coast & Atlantic","Antwerp Area",BEANR
AETEA,ROVINJ,"2024-03-25 18:30:00","2024-03-25 15:48:00",,"Pleasure Craft",Croatia,ROVINJ,ROVINJ,Stopped,,16.0,4.0,HR,1.5,1.5,"Other Pleasure Craft",,0,0,238815440,"Adriatic Sea","Adriatic Sea",HRROV
PATRIOT,PARADIP,"2024-03-25 18:30:00","2024-03-25 13:38:00",46001,Tanker,India,"PARADIP ANCH",PARADIP,"At Anchor",2002,179.8,32.2,IN,13.7,6.2,"Oil Products Tanker",2002-04-10,9242156,,419001481,"East Coast India","Bengal Bay",
NECKARTAL,AMSTERDAM,"2024-03-25 18:32:00","2024-03-25 19:49:00",2610,Tanker,Netherlands,AMSTERDAM,AMSTERDAM,Moored,2006,105.0,11.4,NL,2.0,0.1,"Inland Tanker",,9372030,02327472,244750518,"UK Coast & Atlantic","North Sea",NLAMS
CG29190,"MEARS HAVEN","2024-03-25 18:46:00","2024-03-25 18:22:00",,"Search and Rescue",USA,"MEARS HAVEN",,Underway,,8.0,3.0,US,1.0,1.0,"Search & Rescue",,0,0,369990190,"US East Coast","US East Coast",
"HL SALDANHA BAY","PORT CARTIER","2024-03-25 19:00:00","2024-03-25 18:29:00",179147,Cargo,"Marshall Is","PORT CARTIER ANCH","CA PCA","At Anchor",2010,292.0,45.0,CA,18.3,7.4,"Bulk Carrier",2010-10-08,9458377,,538008115,"East Coast Canada","St. Lawrence Gulf",
HONGLITAI823,GUANGZHOU,"2024-03-25 19:00:00","2024-03-26 12:07:00",,Cargo,China,,GUANGZHOU,"Class B",,82.0,16.0,,4.8,1.0,"Other Cargo",,0,0,413865061,"South China","South China",
"LODESTAR ADVENTURE",YALOVA,"2024-03-25 19:00:00","2024-03-26 05:31:00",13517,Cargo,Liberia,YALOVA,YALOVA,Moored,2009,136.4,21.2,TR,9.6,4.1,"General Cargo",,9528720,,636022272,"Black Sea","Marmara Sea",TRYAL
"PETROBULK 1",ALEXANDRIA,"2024-03-25 19:00:00","2024-03-25 19:18:00",7721,Cargo,"St Kitts Nevis","ALEXANDRIA ANCH","EG ALY",Underway,2014,139.4,16.6,EG,5.2,2.6,"General Cargo",,9643257,,341355000,"East Mediterranean","East Mediterranean",
KARESSA,RIGA,"2024-03-25 19:00:00","2024-03-25 16:52:00",4500,Cargo,"Antigua Barbuda",RIGA,RIGA,Moored,2006,89.8,14.0,LV,6.5,3.2,"General Cargo",,9341770,,305912000,"Baltic Sea","Baltic Sea",LVRIX
BOLAN,"JEBEL ALI","2024-03-25 19:00:00","2024-03-27 03:45:00",74919,Tanker,Pakistan,"DUBAI ANCH","JEBEL ALI","At Anchor",2013,228.0,32.3,AE,14.1,5.7,"Oil Products Tanker",,9594884,,463064101,"Arabian Gulf","Dubai Area",
NOMAD,"SAN DIEGO","2024-03-25 19:00:00","2024-03-26 01:33:00",444,"Special Craft",USA,"SAN DIEGO","SAN/ DIEGO CA USA",Moored,2014,52.4,9.1,US,4.0,2.0,"Supply Vessel",2014-01-06,9759379,,368926529,"US West Coast","US West Coast",USSAN
"ECO ANGELBAY",VERACRUZ,"2024-03-25 19:00:00","2024-03-25 20:15:00",32165,Cargo,"Marshall Is",VERACRUZ,"DKSKA > MXVER",Moored,2009,175.5,29.4,MX,10.2,5.0,"Bulk Carrier",2009-09-02,9385166,0,538010038,"Gulf of Mexico","Gulf of Mexico",MXVER
EUPHORIA,SALERNO,"2024-03-25 19:00:00","2024-03-25 17:40:00",,Passenger,Italy,SALERNO,SALERNO,Moored,,20.0,5.0,IT,1.2,1.0,"Other Passenger",,0,,247168600,"West Mediterranean","Tyrrhenian Sea",ITSAL
"CAHAY SAMUDRA XII",CILEGON,"2024-03-25 19:09:00","2024-03-26 10:16:00",382,Tanker,Indonesia,CILEGON,PALEMBANG,Underway,1981,38.0,7.2,ID,2.0,2.0,"Oil Products Tanker",1981-01-17,8029105,0,525009270,Indonesia,"Java Sea",IDCGN
WRANGO,KELNASE,"2024-03-25 19:15:00","2024-03-25 17:00:00",27,Passenger,Estonia,KELNASE,KELNASE-LEPPNEEME,Moored,2013,24.7,7.1,EE,1.9,1.0,"Ro-Ro/Passenger Vessel",,9690690,,276810000,"Baltic Sea","Finland Gulf",EEKLN
ASAZURU,CILEGON,"2024-03-25 19:30:00","2024-03-25 17:13:00",604,Cargo,Indonesia,CILEGON,BOJONEGARA,Moored,1991,51.0,12.0,ID,4.6,2.0,"Aggregates Carrier",,8859017,,525500325,Indonesia,"Java Sea",IDCGN
"MUSTAFA SOFUOGLU",NEMRUT,"2024-03-25 20:00:00","2024-03-25 17:04:00",6998,Cargo,Panama,NEMRUT,TRNEM,Moored,2006,106.4,17.0,TR,7.8,4.2,"General Cargo",,9343950,,372091000,"East Mediterranean","Aegean Sea",TRNEM
"VALLE SOLE",TUXPAN,"2024-03-25 20:00:00","2024-03-25 20:27:00",49999,Tanker,Italy,"TUXPAN ANCH",USBPT>MXTUX,"At Anchor",2013,183.0,32.2,MX,13.4,5.0,"Oil/Chemical Tanker",,9635781,,247434600,"Gulf of Mexico","Gulf of Mexico",
"ATLANTICA CARRIER",ABERDEEN,"2024-03-25 20:00:00","2024-03-25 19:53:00",3544,"Special Craft",Cyprus,"ABERDEEN ANCH","GBABD ANCHORAGE",Underway,2006,73.4,16.6,GB,5.6,3.8,"Supply Vessel",2006-04-06,9365104,,209644000,"UK Coast & Atlantic","North Sea",
"CENA FAITH",ARICA,"2024-03-25 20:00:00","2024-03-25 19:44:00",9070,Cargo,Panama,"ARICA ANCH","CL ARI","At Anchor",2010,122.2,19.8,CL,8.2,4.0,"General Cargo",,9574365,,355680000,"West South America","West South America",
"MARWAN KAPTAN",BEIRUT,"2024-03-25 20:00:00","2024-03-25 17:58:00",5000,Cargo,Tanzania,BEIRUT,"LB BEY",Moored,2007,97.0,16.0,LB,6.6,3.4,"General Cargo",,8355657,0,677044100,"East Mediterranean","East Mediterranean",LBBEY
RYBINSK,MAKHACHKALA,"2024-03-25 20:00:00","2024-03-25 19:14:00",3290,Cargo,Russia,MAKHACHKALA,MAKHACHKALA,"Underway using Engine",1999,116.0,13.6,RU,4.3,3.0,"General Cargo",,9203734,,273121100,"Caspian Sea","Caspian Sea",RUMCX
DOMINICA,AVEIRO,"2024-03-25 20:00:00","2024-03-25 22:06:00",13022,Cargo,Portugal,AVEIRO,AVEIRO-PT,Moored,2001,127.3,21.2,PT,9.7,4.3,"General Cargo",,9232204,,255803960,"UK Coast & Atlantic","UK Coast & Atlantic",PTAVE
CORINNA,JEDDAH,"2024-03-25 20:00:00","2024-03-25 21:51:00",81675,Cargo,Greece,"JEDDAH ANCH","SA JED","At Anchor",2013,229.0,32.0,SA,14.8,4.6,"Bulk Carrier",,9593842,,241267000,"Red Sea","Red Sea",
SHILAN,AMIRABAD,"2024-03-25 20:00:00","2024-03-25 14:35:00",3148,Cargo,Iran,AMIRABAD,AMIRABAD,Moored,1989,116.0,13.0,IR,4.3,0.2,"General Cargo",,8727848,,422075700,"Caspian Sea","Caspian Sea",IRAMP
"LAN HA",LIMAY,"2024-03-25 20:00:00","2024-03-25 20:00:00",13317,Cargo,Vietnam,"PORT OF CAPINPIN",BATAAN,Moored,2006,136.4,20.2,PH,9.0,3.3,"General Cargo",2005-12-02,9375642,,574347000,Philippines,Philippines,
"INMARE I",TERMOLI,"2024-03-25 20:00:00","2024-03-25 18:43:00",,"High Speed Craft",Italy,TERMOLI,TERMOLI,Stopped,,36.0,16.0,IT,1.8,1.3,"Sailing Vessel",,0,,247218700,"Adriatic Sea","Adriatic Sea",ITTMI
"LA BOCCE VITA","REDWOOD CITY","2024-03-25 20:05:00","2024-03-25 19:58:00",,"Pleasure Craft",USA,"REDWOOD CITY","REDWOOD CITY",Stopped,,14.0,4.0,US,1.2,1.2,"Other Pleasure Craft",,0,0,913034505,"US West Coast","US West Coast",USRWC
"ROYAL STAR",ALEXANDRIA,"2024-03-25 20:09:00","2024-03-26 00:11:00",3789,Cargo,Palau,ALEXANDRIA,ALEXANDRIA,Moored,1980,90.0,13.0,EG,6.9,2.4,"General Cargo",1977-09-30,8024856,,511100405,"East Mediterranean","East Mediterranean",EGALY
"YU HUA HAI","PONTA DA MADEIRA","2024-03-25 20:10:00","2024-03-25 19:29:00",297846,Cargo,Panama,"PONTA DA MADEIRA",BRPMA,Moored,2010,327.0,55.0,BR,22.1,6.5,"Ore Carrier",,9375771,0,371620000,"East Coast South America","East Coast South America",BRPMA
BERING,VALDEZ,"2024-03-25 20:20:00","2024-03-26 17:46:00",,"Special Craft",USA,VALDEZ,VALDEZ,Stopped,,13.0,4.0,US,1.0,1.0,"Pilot Boat",,0,,367576470,Alaska,"Gulf of Alaska",USVDZ
ONERI,ROTTERDAM,"2024-03-25 20:25:00","2024-03-26 13:54:00",,Tanker,Netherlands,"ROTTERDAM VONDELING","ROTTERDAM CALANDKANA",Moored,,135.0,17.5,NL,4.6,1.5,"Inland Tanker",,0,02339337,244041097,"UK Coast & Atlantic","Rotterdam Area",NLZBW
"ALPHA FLAME",HOUSTON,"2024-03-25 20:30:00","2024-03-26 01:52:00",57811,Cargo,"Marshall Is",HOUSTON,HOUSTON,Moored,2015,190.0,32.3,US,13.3,5.5,"Bulk Carrier",,9708916,,538010605,"Gulf of Mexico","Gulf of Mexico",USHOU
JINHE1018,JINZHOU,"2024-03-25 20:30:00",,,Cargo,China,,JINZHOU,"Class B",,130.0,16.0,,6.0,2.3,"Other Cargo",,0,0,413874774,"Inland, China","Inland, China",
"GINGA OCELOT",SAFI,"2024-03-25 20:45:00","2024-03-25 21:07:00",26063,Tanker,"Marshall Is","SAFI ANCH",SAFI,"At Anchor",2013,159.0,27.1,MA,11.0,4.5,"Oil/Chemical Tanker",2013-01-29,9581423,,538005077,"West Africa","West Africa",
"SEA AMBER","CAP LOPEZ","2024-03-25 21:00:00","2024-03-25 20:48:00",158455,Tanker,Greece,"CAP LOPEZ ANCH",GACLZ,"At Anchor",2016,274.2,48.0,GA,17.1,8.3,"Crude Oil Tanker",2016-07-01,9772931,0,241466000,"West Africa","Gulf of Guinea",
WANSHOUXIAN8598,NANTONG,"2024-03-25 21:00:00","2024-03-26 01:52:00",,Cargo,China,"NANTONG ANCH",NANTONG,"At Anchor",,92.0,16.0,CN,2.0,2.0,"Other Cargo",,0,0,413775835,"Central China","East China Sea",
CHINOOK,TARAKAN,"2024-03-25 21:00:00","2024-03-26 02:55:00",93266,Cargo,Panama,"TARAKAN ANCH","VN SDP>ID TRK","Underway using Engine",2012,229.2,38.3,ID,15.2,7.1,"Bulk Carrier",2012-04-18,9476537,0,351898000,Philippines,"Sulu Sea",
